,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
315,/organization/ad-network-adisn,Adisn,|Advertising|,Advertising,USA,CA,Los Angeles,Woodland Hills,/organization/crowdgather,CrowdGather,|Forums|Real Time|Social Media|Advertising|Curated Web|,Advertising,USA,CA,Los Angeles,Woodland Hills,2010-06-10,2010-06,2010-Q2,2010.0,5500000,USD
326,/organization/admeld,Admeld,|Auctions|Software|Advertising|,Auctions,USA,NY,New York City,New York,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2011-06-01,2011-06,2011-Q2,2011.0,400000000,CAD
332,/organization/admob,AdMob,|Mobile|Advertising|,Advertising,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2009-11-09,2009-11,2009-Q4,2009.0,750000000,USD
338,/organization/adnexus,Adnexus,|Biotechnology|,Biotechnology,USA,MA,Boston,Waltham,/organization/bristol-myers-squibb,Bristol-Myers Squibb,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,NY,New York City,New York,2010-08-10,2010-08,2010-Q3,2010.0,415000000,USD
340,/organization/adolor,Adolor,|Biotechnology|,Biotechnology,USA,PA,Philadelphia,Exton,/organization/cubist-pharmaceuticals,Cubist Pharmaceuticals,|Biotechnology|,Biotechnology,USA,MA,Boston,Lexington,2011-12-12,2011-12,2011-Q4,2011.0,453000000,USD
356,/organization/adscape,Adscape,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2007-02-01,2007-02,2007-Q1,2007.0,23000000,USD
365,/organization/advanced-analogic-technologies,Advanced Analogic Technologies,|Semiconductors|,Semiconductors,USA,NM,NM - Other,Santa Clara,/organization/skyworks-solutions,Skyworks Solutions,|Semiconductors|,Semiconductors,USA,MA,Boston,Woburn,2011-05-27,2011-05,2011-Q2,2011.0,262500000,USD
384,/organization/advanced-mobile-solutions,Advanced Mobile Solutions,|Advertising|App Marketing|Mobile|,App Marketing,USA,PA,Philadelphia,Wayne,/organization/autobytel-com-inc,Autobytel.com,|Software|,Software,USA,CA,Anaheim,Irvine,2013-09-30,2013-09,2013-Q3,2013.0,2500000,USD
393,/organization/advancednetworx,AdvancedNetworX,|Consulting|,Consulting,USA,NC,Raleigh,Morrisville,/organization/inx,INX,|Web Hosting|,Web Hosting,USA,TX,Houston,Houston,2009-07-17,2009-07,2009-Q3,2009.0,400000,USD
395,/organization/advanstar-communications,Advanstar Communications,|Market Research|Events|Business Services|,Events,USA,CA,Los Angeles,Santa Monica,/organization/ubm-electronics,UBM Electronics,|Semiconductors|Electronics|Advertising|,Semiconductors,USA,CA,SF Bay Area,San Francisco,2014-10-01,2014-10,2014-Q4,2014.0,972000000,USD
406,/organization/advertising-com,Advertising.com,|Internet|Sales and Marketing|Advertising|,Advertising,USA,MD,Baltimore,Baltimore,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Content Creators,USA,NY,New York City,New York,2004-08-01,2004-08,2004-Q3,2004.0,435000000,USD
411,/organization/adxpose,AdXpose,|Analytics|SaaS|Advertising|,SaaS,USA,WA,Seattle,Seattle,/organization/comscore,comScore,|Business Services|Curated Web|,Business Services,USA,VA,"Washington, D.C.",Reston,2011-08-03,2011-08,2011-Q3,2011.0,22000000,USD
418,/organization/ael-p,AEL&P,|Clean Technology|,Clean Technology,USA,AK,AK - Other,Juneau,/organization/avista,Avista,|Clean Technology|,Clean Technology,USA,WA,Spokane,Spokane,2013-11-04,2013-11,2013-Q4,2013.0,170000000,USD
419,/organization/aeluros,Aeluros,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Mountain View,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,2012-02-17,2012-02,2012-Q1,2012.0,3700000000,USD
432,/organization/affiliated-computer-services,Affiliated Computer Services,|Consulting|,Consulting,USA,TX,Dallas,Dallas,/organization/xerox,Xerox,|Hardware + Software|,Hardware + Software,USA,AL,AL - Other,Normal,2009-09-28,2009-09,2009-Q3,2009.0,5750000000,USD
435,/organization/affinitylabs,Affinity Labs,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/monster,Monster,|Employment|Search|,Employment,USA,NY,New York City,New York,2008-01-04,2008-01,2008-Q1,2008.0,61000000,USD
449,/organization/agencourt-bioscience,Agencourt Bioscience,|Biotechnology|,Biotechnology,USA,MA,Boston,Beverly,/organization/beckman-coulter,Beckman Coulter,|Biotechnology and Semiconductor|,Biotechnology and Semiconductor,USA,CA,Anaheim,Brea,2005-04-01,2005-04,2005-Q2,2005.0,150000000,USD
455,/organization/aggregateknowledge,Aggregate Knowledge,|Advertising|,Advertising,USA,CA,SF Bay Area,San Mateo,/organization/neustar,Neustar,|Telecommunications|Analytics|Information Technology|,Analytics,USA,VA,"Washington, D.C.",Sterling,2013-10-31,2013-10,2013-Q4,2013.0,119000000,USD
457,/organization/agile-software,Agile Software,|Software|,Software,USA,CA,SF Bay Area,San Jose,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,2007-01-01,2007-01,2007-Q1,2007.0,495000000,USD
463,/organization/agito-networks,Agito Networks,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,/organization/shoretel,ShoreTel,|VoIP|Telecommunications|Hardware + Software|,VoIP,USA,CA,SF Bay Area,Sunnyvale,2010-10-21,2010-10,2010-Q4,2010.0,11400000,USD
476,/organization/ahura-scientific,Ahura Scientific,|Biotechnology|,Biotechnology,USA,ME,ME - Other,Limington,/organization/thermo-fisher-scientific,Thermo Fisher Scientific,|Technology|Bioinformatics|Biotechnology|,Bioinformatics,USA,MA,Boston,Waltham,2010-01-19,2010-01,2010-Q1,2010.0,145000000,USD
478,/organization/aicent,Aicent,|Mobile|,Mobile,USA,CA,SF Bay Area,San Jose,/organization/syniverse-technologies,Syniverse,|Mobile|Public Relations|,Mobile,USA,FL,Tampa,Tampa,2014-05-13,2014-05,2014-Q2,2014.0,290000000,USD
486,/organization/air2web,Air2Web,|Mobile|,Mobile,USA,GA,Atlanta,Atlanta,/organization/velti,Velti,|App Marketing|Mobile|,App Marketing,USA,CA,SF Bay Area,San Francisco,2011-09-22,2011-09,2011-Q3,2011.0,19000000,USD
491,/organization/airclic,AirClic,|Software|Supply Chain Management|Cloud Computing|Transportation|Mobile|,Transportation,USA,PA,Philadelphia,Feasterville Trevose,/organization/descartes-systems-group,Descartes Systems Group,|Software|,Software,CAN,ON,Toronto,Waterloo,2014-11-21,2014-11,2014-Q4,2014.0,29700000,USD
493,/organization/aires-pharmaceuticals,Aires Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/mast-therapeutics,Mast Therapeutics,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,2014-02-10,2014-02,2014-Q1,2014.0,5200000,USD
494,/organization/airespace,Airespace,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,San Jose,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Software,USA,CA,SF Bay Area,San Jose,2005-03-23,2005-03,2005-Q1,2005.0,450000000,USD
498,/organization/airpatrol-corporation,AirPatrol Corporation,|Wireless|Mobile Security|Location Based Services|Mobility|Mobile|,Wireless,USA,MD,Baltimore,Columbia,/organization/sysorex,Sysorex,|Technology|Consulting|,Technology,USA,CA,SF Bay Area,Santa Clara,2014-04-21,2014-04,2014-Q2,2014.0,30000000,USD
503,/organization/airwatch,AirWatch,|Mobile Devices|Mobile|,Mobile,USA,GA,Atlanta,Atlanta,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2014-01-22,2014-01,2014-Q1,2014.0,1540000000,USD
538,/organization/albertson,Albertson,|Fitness|Health and Wellness|,Fitness,USA,ID,Boise,Boise,/organization/publix-super-markets,Publix Super Markets,|Health and Wellness|Consumers|Shopping|Curated Web|,Curated Web,USA,FL,Tampa,Lakeland,2008-01-01,2008-01,2008-Q1,2008.0,500,USD
539,/organization/albertson,Albertson,|Fitness|Health and Wellness|,Fitness,USA,ID,Boise,Boise,/organization/supervalu,Supervalu,|Discounts|Retail|Groceries|Hospitality|,Retail,USA,MN,MN - Other,Beaver Creek,2006-01-01,2006-01,2006-Q1,2006.0,17,USD
550,/organization/alere,Alere,|Health Care|Pharmaceuticals|Hardware + Software|,Health Care,USA,MA,Boston,Waltham,/organization/optum,Optum,|Education|Consulting|Analytics|Health Care|,Education,USA,MN,MN - Other,Minneota,2014-10-28,2014-10,2014-Q4,2014.0,600000000,USD
555,/organization/alexa,Alexa,|Reviews and Recommendations|Curated Web|,Reviews and Recommendations,USA,CA,SF Bay Area,San Francisco,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,1999-05-01,1999-05,1999-Q2,1999.0,250000000,USD
566,/organization/algor,ALGOR,|Software|,Software,USA,PA,Pittsburgh,Pittsburgh,/organization/autodesk,Autodesk,|Software|,Software,USA,CA,SF Bay Area,San Rafael,2009-01-20,2009-01,2009-Q1,2009.0,34000000,USD
573,/organization/alignent-software,Alignent Software,|Software|,Software,USA,CA,San Diego,Carlsbad,/organization/sopheon,Sopheon,|Software|,Software,USA,MN,Minneapolis,Bloomington,2007-06-11,2007-06,2007-Q2,2007.0,5500000,USD
574,/organization/alios-biopharma,Alios BioPharma,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/johnson-johnson,Johnson & Johnson,|Medical Devices|Pharmaceuticals|Health Care|Consumer Goods|Health and Wellness|,Medical Devices,USA,NJ,Newark,New Brunswick,2014-09-30,2014-09,2014-Q3,2014.0,1750000000,USD
582,/organization/allaire-corporation,Allaire Corporation,|Business Development|Internet Marketing|Software|,Software,USA,MA,Boston,Newton,/organization/macromedia,Macromedia,|Software|,Software,USA,CA,SF Bay Area,San Francisco,2001-03-20,2001-03,2001-Q1,2001.0,360000000,USD
588,/organization/allegient-systems,Allegient Systems,|Software|,Software,USA,CT,Hartford,Wilton,/organization/bottomline-technologies,Bottomline Technologies,|Software|,Software,USA,NH,Portsmouth,Portsmouth,2011-03-30,2011-03,2011-Q1,2011.0,48000000,USD
589,/organization/allegro-diagnostics,Allegro Diagnostics,|Biotechnology|,Biotechnology,USA,MA,Boston,Maynard,/organization/veracyte,Veracyte,|Health Care|Biotechnology|,Health Care,USA,CA,SF Bay Area,South San Francisco,2014-09-04,2014-09,2014-Q3,2014.0,21000000,USD
592,/organization/allergan,Allergan,|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,CA,Anaheim,Irvine,/organization/actavis,Actavis,|Pharmaceuticals|Biotechnology|,Biotechnology,USA,NJ,Newark,Parsippany,2014-11-16,2014-11,2014-Q4,2014.0,65500000000,USD
603,/organization/adl-media-inc,AllMedia Inc,|Advertising|,Advertising,USA,IA,IA - Other,Plano,/organization/liberty-global,Liberty Global,|Web Hosting|,Web Hosting,USA,CO,Denver,Englewood,2014-05-08,2014-05,2014-Q2,2014.0,930000000,USD
612,/organization/allrecipes,AllRecipes,|Curated Web|,Curated Web,USA,WA,Seattle,Seattle,/organization/meredith,Meredith Corporation,|Advertising|,Advertising,USA,IA,Des Moines,Des Moines,2012-01-25,2012-01,2012-Q1,2012.0,175000000,USD
613,/organization/alltel,Alltel,|Public Relations|,Public Relations,USA,AR,Little Rock,Little Rock,/organization/verizon,Verizon Communications,|Mobile|,Mobile,USA,NY,New York City,New York,2008-06-05,2008-06,2008-Q2,2008.0,28100000000,USD
617,/organization/allworx,Allworx,|Telecommunications|Communications Hardware|VoIP|Mobile|,Telecommunications,USA,NY,"Rochester, New York",East Rochester,/organization/paetec-holding,PAETEC,|Web Hosting|,Web Hosting,USA,NY,"Rochester, New York",Fairport,2007-11-01,2007-11,2007-Q4,2007.0,25000000,USD
625,/organization/alpha-innotech,Alpha Innotech,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,San Leandro,/organization/cell-biosciences,CellBiosciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Santa Clara,2009-09-06,2009-09,2009-Q3,2009.0,19710000,USD
630,/organization/alpine-biomed,Alpine Biomed,|Biotechnology|,Biotechnology,USA,CA,"Orange County, California",Fountain Valley,/organization/natus-medical,Natus Medical,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,San Carlos,2009-09-15,2009-09,2009-Q3,2009.0,46950000,USD
631,/organization/alpine-biosciences,Alpine Biosciences,|Biotechnology|,Biotechnology,USA,WA,Seattle,Seattle,/organization/oncothyreon,Oncothyreon,|Health Care|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,WA,Seattle,Seattle,2014-08-11,2014-08,2014-Q3,2014.0,27000000,USD
638,/organization/altalink,AltaLink,|Local Businesses|Energy|Utilities|,Utilities,CAN,AB,Calgary,Calgary,/organization/midamerican-energy,Berkshire Hathaway Energy,|Clean Technology|,Clean Technology,USA,IA,Des Moines,Des Moines,2014-05-02,2014-05,2014-Q2,2014.0,3520000000,USD
651,/organization/altor-networks,Altor Networks,|Security|,Security,USA,CA,SF Bay Area,Redwood City,/organization/juniper-networks,Juniper Networks,|Communications Hardware|Technology|Security|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,2010-12-06,2010-12,2010-Q4,2010.0,95000000,USD
652,/organization/altosoft,Altosoft,|Software|,Software,USA,PA,Philadelphia,Media,/organization/kofax,Kofax,|Software|,Software,USA,CA,Anaheim,Irvine,2013-03-01,2013-03,2013-Q1,2013.0,13500000,USD
657,/organization/alverix,Alverix,|Finance|,Finance,USA,CA,SF Bay Area,San Jose,/organization/becton-dickinson,Becton Dickinson,|Biotechnology|,Biotechnology,USA,NJ,Newark,Franklin Lakes,2014-01-07,2014-01,2014-Q1,2014.0,40000000,USD
660,/organization/amadesa,Amadesa,|Reviews and Recommendations|Analytics|Personalization|Testing|Optimization|Software|,Reviews and Recommendations,USA,IL,Chicago,Evanston,/organization/liveperson,LivePerson,|Software|,Software,USA,NY,New York City,New York,2012-05-16,2012-05,2012-Q2,2012.0,10300000,USD
672,/organization/amcol-international,AMCOL International,|Manufacturing|,Manufacturing,USA,IL,Chicago,Hoffman Estates,/organization/minerals-technologies,Minerals Technologies,|Manufacturing|,Manufacturing,USA,NY,New York City,New York,2014-03-10,2014-03,2014-Q1,2014.0,1700000000,USD
673,/organization/amcom-software,Amcom Software,|Software|,Software,USA,MN,Minneapolis,Eden Prairie,/organization/usa-mobility,USA Mobility,|Mobile|,Mobile,USA,VA,Alexandria,Alexandria,2011-03-03,2011-03,2011-Q1,2011.0,163300000,USD
674,/organization/amd-handheld-graphics,AMD Handheld Graphics,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,/organization/qualcomm,Qualcomm,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,2009-01-20,2009-01,2009-Q1,2009.0,65000000,USD
678,/organization/american-achievement-group,American Achievement Group,|Manufacturing|,Manufacturing,USA,TX,Austin,Austin,/organization/jostens,Jostens,|Local Businesses|,Local Businesses,USA,MN,Minneapolis,Minneapolis,2013-11-20,2013-11,2013-Q4,2013.0,486000000,USD
693,/organization/american-land-lease,American Land Lease,|Retail|Financial Services|Real Estate Investors|Real Estate|,Real Estate Investors,USA,FL,Tampa,Clearwater,/organization/green-courte-partners,Green Courte Partners,|Real Estate Investors|Real Estate|Investment Management|,Investment Management,USA,IL,Chicago,Lake Forest,2008-12-10,2008-12,2008-Q4,2008.0,438000000,USD
704,/organization/ami-semiconductor,AMI Semiconductor,|Electronics|Manufacturing|Design|,Electronics,USA,ID,Idaho Falls,Pocatello,/organization/on-semiconductor,ON Semiconductor,|Semiconductors|,Semiconductors,USA,AZ,Phoenix,Phoenix,2007-12-14,2007-12,2007-Q4,2007.0,915000000,USD
709,/organization/amira-pharmaceuticals,Amira Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/bristol-myers-squibb,Bristol-Myers Squibb,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,NY,New York City,New York,2011-07-21,2011-07,2011-Q3,2011.0,325000000,USD
728,/organization/amx,AMX,|Television|Digital Signage|Software|,Television,USA,TX,Dallas,Richardson,/organization/harman-international,Harman International Industries,|Consumer Electronics|Audio|Manufacturing|Electronics|,Consumer Electronics,USA,CT,Hartford,Stamford,2014-05-21,2014-05,2014-Q2,2014.0,365000000,USD
736,/organization/anchorage-daily-news,Anchorage Daily News,|News|,News,USA,AK,AK - Other,Levelock,/organization/alaska-dispatch,Alaska Dispatch,|News|,News,USA,AK,Anchorage,Anchorage,2014-04-08,2014-04,2014-Q2,2014.0,34000000,USD
738,/organization/andera,Andera,|Finance|,Finance,USA,RI,Providence,Providence,/organization/bottomline-technologies,Bottomline Technologies,|Software|,Software,USA,NH,Portsmouth,Portsmouth,2014-05-08,2014-05,2014-Q2,2014.0,44500000,USD
744,/organization/android,Android,|Linux|Search|Mobile|,Linux,USA,CA,SF Bay Area,Palo Alto,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2012-06-27,2012-06,2012-Q2,2012.0,50000000,USD
748,/organization/angel-com,Angel.com,|Cloud Computing|SaaS|Virtual Workforces|Mobile|Customer Service|Contact Centers|Chat|Software|,Mobile,USA,VA,"Washington, D.C.",Vienna,/organization/genesys,Genesys,|Customer Service|Contact Centers|Software|,Customer Service,USA,CA,SF Bay Area,Daly City,2013-02-26,2013-02,2013-Q1,2013.0,110000000,USD
750,/organization/angioscore,AngioScore,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Fremont,/organization/spectranetics,Spectranetics,|Medical Devices|,Medical Devices,USA,CO,Colorado Springs,Colorado Springs,2014-05-27,2014-05,2014-Q2,2014.0,230000000,USD
762,/organization/anodyne-health,Anodyne Health,|Enterprise Software|,Enterprise Software,USA,GA,Atlanta,Alpharetta,/organization/athenahealth,athenahealth,|Business Services|Enterprise Software|,Business Services,USA,MA,Boston,Watertown,2009-10-05,2009-10,2009-Q4,2009.0,30000000,USD
781,/organization/anysource-media,AnySource Media,|Video Streaming|Internet|Television|Hardware + Software|,Internet,USA,PA,Philadelphia,Malvern,/organization/divx,DivX,|Video|Software|,Software,USA,CA,San Diego,San Diego,2009-09-01,2009-09,2009-Q3,2009.0,15000000,USD
786,/organization/aonex-technologies,Aonex Technologies,|Hardware + Software|,Hardware + Software,USA,CA,Los Angeles,Pasadena,/organization/amberwave-systems,AmberWave,|Semiconductors|,Semiconductors,USA,NH,"Manchester, New Hampshire",Salem,2008-11-11,2008-11,2008-Q4,2008.0,8320000,USD
788,/organization/aortx,AorTx,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Redwood City,/organization/hansen-medical,Hansen Medical,|Health Care|,Health Care,USA,CA,SF Bay Area,Mountain View,2007-11-19,2007-11,2007-Q4,2007.0,9300000,USD
791,/organization/apache-design-solutions,Apache Design Solutions,|Optimization|Semiconductors|Electronics|,Electronics,USA,CA,SF Bay Area,San Jose,/organization/ansys,ANSYS,|Software|,Software,USA,PA,Pittsburgh,Canonsburg,2011-06-30,2011-06,2011-Q2,2011.0,310000000,USD
797,/organization/apartments-com,Apartments.com,|Online Rental|Rental Housing|Real Estate|,Online Rental,USA,IL,Chicago,Chicago,/organization/costar-group,CoStar Group,|Real Estate|,Real Estate,USA,DC,"Washington, D.C.",Washington,2014-03-03,2014-03,2014-Q1,2014.0,585000000,USD
800,/organization/aperek,Aperek,|Software|Health Care|Supply Chain Management|,Supply Chain Management,USA,NC,Raleigh,Raleigh,/organization/premier,Premier,|Healthcare Services|,Healthcare Services,USA,NC,Charlotte,Charlotte,2014-08-27,2014-08,2014-Q3,2014.0,48500000,USD
834,/organization/appia,Appia,|App Stores|Mobile|Advertising|,Advertising,USA,NC,Raleigh,Durham,/organization/mandalay-digital-group,Mandalay Digital Group,|Mobile|,Mobile,USA,CA,Los Angeles,Los Angeles,2014-11-13,2014-11,2014-Q4,2014.0,100000000,USD
840,/organization/apple-eve,Apple & Eve,|Consumer Goods|Food Processing|,Food Processing,USA,NY,NY - Other,Washington Mills,/organization/lassonde,Lassonde,|Food Processing|,Food Processing,CAN,QC,Quebec City,Quebec,2014-07-04,2014-07,2014-Q3,2014.0,150000000,USD
844,/organization/applied-genomics,Applied Genomics,|Biotechnology|,Biotechnology,USA,AL,Huntsville,Huntsville,/organization/clarient,Clarient,|Biotechnology|,Biotechnology,USA,CA,Anaheim,Aliso Viejo,2009-12-21,2009-12,2009-Q4,2009.0,17600000,USD
853,/organization/applied-signal-technology,Applied Signal Technology,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/raytheon,Raytheon Co.,|Defense|Security|,Defense,USA,MA,Boston,Waltham,2010-12-20,2010-12,2010-Q4,2010.0,490000000,USD
855,/organization/applied-systems,Applied Systems,|Software|,Software,USA,IL,IL - Other,University Park,/organization/hellman-friedman,Hellman & Friedman,|Finance|,Finance,USA,CA,SF Bay Area,San Francisco,2013-11-26,2013-11,2013-Q4,2013.0,1800000000,USD
858,/organization/applimation,Applimation,|Enterprise Software|,Enterprise Software,USA,IL,Chicago,Chicago,/organization/informatica,Informatica,|Big Data Analytics|Mobile Devices|Cloud Computing|Data Integration|Software|,Mobile Devices,USA,CA,SF Bay Area,Redwood City,2009-02-13,2009-02,2009-Q1,2009.0,40000000,USD
872,/organization/appstream,AppStream,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,2008-04-09,2008-04,2008-Q2,2008.0,53000000,USD
880,/organization/appvizzle,AppVizzle,|Games|,Games,USA,AZ,Phoenix,Peoria,/organization/henry-inc,Henry INC.,|Curated Web|,Curated Web,USA,AZ,Phoenix,Winkelman,2010-09-08,2010-09,2010-Q3,2010.0,1000,USD
882,/organization/aprimo,Aprimo,|Enterprise Software|,Enterprise Software,USA,IN,Indianapolis,Indianapolis,/organization/teradata,Teradata,|Big Data|Consulting|,Big Data,USA,OH,Dayton,Miamisburg,2010-12-22,2010-12,2010-Q4,2010.0,525000000,USD
886,/organization/aptalis,Aptalis Pharma,|Biotechnology|,Biotechnology,USA,NJ,Newark,Bridgewater,/organization/forest-laboratories,Forest Laboratories,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,2014-01-08,2014-01,2014-Q1,2014.0,2900000000,USD
889,/organization/apthera,Apthera,|Biotechnology|,Biotechnology,USA,AZ,Phoenix,Scottsdale,/organization/rxi-pharmaceuticals,RXi Pharmaceuticals,|Biotechnology|,Biotechnology,USA,MA,Worcester,Worcester,2011-03-31,2011-03,2011-Q1,2011.0,7000000,USD
904,/organization/aquantive,aQuantive,|Curated Web|,Curated Web,USA,WA,Seattle,Seattle,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2007-05-18,2007-05,2007-Q2,2007.0,6400000000,USD
907,/organization/aragon-pharmaceuticals,Aragon Pharmaceuticals,|Health and Wellness|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/johnson-johnson,Johnson & Johnson,|Medical Devices|Pharmaceuticals|Health Care|Consumer Goods|Health and Wellness|,Medical Devices,USA,NJ,Newark,New Brunswick,2013-06-17,2013-06,2013-Q2,2013.0,1000000000,USD
910,/organization/arbinet,Arbinet,|Telecommunications|Software|,Telecommunications,USA,VA,"Washington, D.C.",Herndon,/organization/primus-telecommunications,Primus Telecommunications,|Public Relations|,Public Relations,USA,VA,"Washington, D.C.",Mclean,2010-11-11,2010-11,2010-Q4,2010.0,28000000,USD
911,/organization/arbitron,Arbitron,|Advertising|,Advertising,USA,MD,Baltimore,Columbia,/organization/nielsen,Nielsen,|Consulting|Curated Web|,Consulting,USA,NY,New York City,New York,2013-09-30,2013-09,2013-Q3,2013.0,1300000000,USD
929,/organization/arcsight-inc,ArcSight,|Security|,Security,USA,CA,SF Bay Area,Palo Alto,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,2010-09-13,2010-09,2010-Q3,2010.0,1500000000,USD
933,/organization/ardian-inc,Ardian,|Health Care|,Health Care,USA,CA,SF Bay Area,Mountain View,/organization/medtronic,Medtronic,|Medical Devices|Biotechnology|,Medical Devices,USA,MN,Minneapolis,Minneapolis,2011-01-13,2011-01,2011-Q1,2011.0,800000000,USD
943,/organization/ariba,Ariba,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/sap,SAP,|Enterprise Software|,Enterprise Software,USA,PA,Philadelphia,Newtown Square,2012-05-22,2012-05,2012-Q2,2012.0,4300000000,USD
955,/organization/armorize,Armorize Technologies,|Web Tools|Security|,Web Tools,USA,CA,SF Bay Area,San Francisco,/organization/proofpoint,Proofpoint,|Software|Technology|Enterprise Software|,Software,USA,CA,SF Bay Area,Sunnyvale,2013-08-09,2013-08,2013-Q3,2013.0,25000000,USD
960,/organization/arresto-biosciences,Arresto BioSciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Palo Alto,/organization/gilead-sciences,Gilead Sciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Foster City,2010-12-20,2010-12,2010-Q4,2010.0,225000000,USD
961,/organization/arrow-midstream,Arrow Midstream,|Energy|,Energy,USA,OK,Tulsa,Tulsa,/organization/crestwood-midstream-partners,Crestwood Midstream Partners,|Finance|,Finance,USA,TX,Houston,Houston,2013-10-10,2013-10,2013-Q4,2013.0,750000000,USD
964,/organization/ars-technica,Ars Technica,|Computers|Technology|News|Curated Web|,Computers,USA,IL,Chicago,Chicago,/organization/condenast,Condé Nast,|Media|News|,Media,USA,NY,New York City,New York,2008-05-16,2008-05,2008-Q2,2008.0,25000000,USD
997,/organization/ascension-orthopedics,Ascension Orthopedics,|Diagnostics|Health Care|Biotechnology|,Diagnostics,USA,TX,Austin,Austin,/organization/integra-lifesciences-holdings,Integra LifeSciences Holdings,|Biotechnology|,Biotechnology,USA,NJ,NJ - Other,Plainsboro,2011-09-12,2011-09,2011-Q3,2011.0,65000000,USD
999,/organization/ascent-healthcare-solutions,Ascent Healthcare Solutions,|Biotechnology|,Biotechnology,USA,AZ,Phoenix,Phoenix,/organization/stryker,Stryker,|Biotechnology|,Biotechnology,USA,MI,Kalamazoo,Kalamazoo,2009-12-01,2009-12,2009-Q4,2009.0,525000000,USD
1006,/organization/asempra-technologies,Asempra Technologies,|Software|,Software,USA,CA,SF Bay Area,Santa Clara,/organization/bakbone-software,Bakbone Software,|Security|,Security,USA,CA,Anaheim,Aliso Viejo,2009-05-01,2009-05,2009-Q2,2009.0,1850000,USD
1012,/organization/asic-architect,ASIC Architect,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/snowbush,Snowbush,|Semiconductors|,Semiconductors,CAN,ON,Toronto,Toronto,2008-07-28,2008-07,2008-Q3,2008.0,1500000,USD
1013,/organization/ask-com,Ask.com,|Search|Social Media|,Social Media,USA,CA,SF Bay Area,Oakland,/organization/iac,IAC,|News|,News,USA,NY,New York City,New York,2005-07-01,2005-07,2005-Q3,2005.0,1850000000,USD
